id,name,dob,bio,image,created_at,updated_at
10930,Irvin Kershner,1923-04-29,"​From Wikipedia, the free encyclopedia.  

Irvin Kershner (April 29, 1923 – November 27, 2010) was an American film director and occasional actor, best known for directing quirky, independent films early in his career, and then Star Wars Episode V: The Empire Strikes Back.

Description above from the Wikipedia article Irvin Kershner , licensed under CC-BY-SA, full list of contributors on Wikipedia.",https://image.tmdb.org/t/p/w500/imtFUtcASoh2e1Emtt62UuFkIWA.jpg,2015-08-12 17:20:11,2015-08-12 17:20:11
9339,Lilly Wachowski,1967-12-29,"Lana Wachowski (born June 21, 1965) and Lilly Wachowski (born December 29, 1967), siblings collectively known as The Wachowskis, are American film directors, writers and producers, most famous for creating The Matrix series and the Netflix show Sense8.",https://image.tmdb.org/t/p/w500/9sxE10LUA7TGlS1pHw2RM6mckHp.jpg,2015-08-12 17:20:11,2015-08-12 17:20:11
1032,Martin Scorsese,1942-11-17,"​American film director, screenwriter, producer, actor, and film historian Martin Marcantonio Luciano Scorsese made the short films while he attended New York University's film school; these include “What's a Nice Girl Like You Doing in a Place Like This?” (1963), “It's Not Just You, Murray!” (1964), and his most famous short of the period “The Big Shave” (1967). This came shortly after seriously considering entering into priesthood. He entered a seminary in 1956 then opted to direct his focus toward film; he graduated from NYU as a film major in 1964.

Scorsese made his first feature-length film in 1967, “Call First”, which was later retitled “Who's That Knocking at My Door”, which was followed by “Boxcar Bertha” (1972). The Film “Taxi Driver” (1976) won the Palme d'Or at the 1976 Cannes Film Festival, and received four Oscar nominations, including Best Picture, establishing Scorsese as an accomplished filmmaker operating on a highly skilled level. 

Scorsese has been married five times. His first wife was Laraine Marie Brennan; they have a daughter, Catherine. He married the writer Julia Cameron in 1976; they have a daughter, Domenica Cameron-Scorsese, who is an actress and appeared in The Age of Innocence, but the marriage lasted only a year. He was married to actress Isabella Rossellini from 1979 to their divorce in 1983. He then married producer Barbara De Fina in 1985; their marriage ended in divorce as well, in 1991. He has been married to Helen Morris since 1999; they have a daughter, Francesca, who appeared in The Departed and The Aviator. He is primarily based in New York City.",https://image.tmdb.org/t/p/w500/9U9Y5GQuWX3EZy39B8nkk4NY01S.jpg,2015-08-12 17:20:11,2015-08-12 17:20:11
3974,Miloš Forman,1932-02-18,"Born Jan Tomas Forman, Milos Forman lost his parents in the Nazi concentration camp at Auschwitz. He studied filmmaking in Prague and made several films in his native country during the 1960s, including his first, Magic Lantern II (1960), before leaving for America. His first American film, Taking Off (1971), received little attention. But the follow-up, One Flew Over the Cuckoo's Nest (1975), was an unqualified success and earned Forman a Best Director Oscar. After adaptations of the musical ""Hair"" (1970) and the book Ragtime (1981), Forman directed the Mozart biography Amadeus (1984), which garnered a second Oscar for directing. He continued to strike gold in the biography genre with the Oscar-nominated The People vs. Larry Flynt (1996) and Man on the Moon (1999), which chronicled the bizarre life of comedian Andy Kaufman.",https://image.tmdb.org/t/p/w500/O2Crxh0l3u1mxHvjA6003gEpi7.jpg,2015-08-12 17:20:11,2015-08-12 17:20:11
5026,Akira Kurosawa,,"​From Wikipedia, the free encyclopedia.  

Akira Kurosawa (Kyūjitai: 黒澤 明, Shinjitai: 黒沢 明 Kurosawa Akira; March 23, 1910 – September 6, 1998) was a Japanese film director, producer, screenwriter and editor. Regarded as one of the most important and influential filmmakers in the history of cinema, Kurosawa directed 30 films in a career spanning 57 years. Kurosawa entered the Japanese film industry in 1936, following a brief stint as a painter. After years of working on numerous films as an assistant director and scriptwriter, he made his debut as a director in 1943, during World War II with the popular action film Sanshiro Sugata (a.k.a. Judo Saga). After the war, the critically acclaimed Drunken Angel (1948), in which Kurosawa cast then-unknown actor Toshirō Mifune in a starring role, cemented the director's reputation as one of the most important young filmmakers in Japan. The two men would go on to collaborate on another 15 films. Rashomon, which premiered in Tokyo in August 1950, and which also starred Mifune, became, on September 10, 1951, the surprise winner of the Golden Lion at the Venice Film Festival and was subsequently released in Europe and North America. The commercial and critical success of this film opened up Western film markets for the first time to the products of the Japanese film industry, which in turn led to international recognition for other Japanese film artists. Throughout the 1950s and early 1960s, Kurosawa directed approximately a film a year, including a number of highly regarded films such as Ikiru (1952), Seven Samurai (1954) and Yojimbo (1961). After the mid-1960s, he became much less prolific, but his later work—including his final two epics, Kagemusha (1980) and Ran (1985)—continued to win awards, including the Palme d'Or for Kagemusha, though more often abroad than in Japan. In 1990, he accepted the Academy Award for Lifetime Achievement.Posthumously, he was named ""Asian of the Century"" in the ""Arts, Literature, and Culture"" category by AsianWeek magazine and CNN, cited as ""one of the [five] people who contributed most to the betterment of Asia in the past 100 years"".

Description above from the Wikipedia article Akira Kurosawa , licensed under CC-BY-SA, full list of contributors on Wikipedia.",https://image.tmdb.org/t/p/w500/uCFWmYXu0EqF5Bd6zWaOS4FxvEB.jpg,2015-08-12 17:20:11,2015-08-12 17:20:11
4818,Roberto Benigni,1952-10-27,"From Wikipedia, the free encyclopedia

Roberto Remigio Benigni, Knight Grand Cross OMRI (born 27 October 1952) is an Italian actor, comedian, screenwriter and director of film, theatre and television.

Description above from the Wikipedia article Roberto Benigni, licensed under CC-BY-SA, full list of contributors on Wikipedia.",https://image.tmdb.org/t/p/w500/noelOhwX1oaNSvU9NLKhPrHTFI3.jpg,2015-08-12 17:20:11,2015-08-12 17:20:11
8557,Fernando Meirelles,1955-11-09,"Fernando Meirelles (born November 9, 1955 in São Paulo, Brazil) is a Brazilian film director. He was nominated for an Academy Award for Best Director in 2004 for his work in the Brazilian film City of God, released in 2002 in Brazil and in 2003 in the U.S. by Miramax Films. He was also nominated for the Golden Globe Best Director award in 2005 for The Constant Gardener.",https://image.tmdb.org/t/p/w500/at0fRZl4fJwqaytXOfvgs1lOM9E.jpg,2015-08-12 17:20:11,2015-08-12 17:20:11
16294,Jonathan Demme,1944-02-22,"Robert Jonathan Demme (February 22, 1944 – April 26, 2017) was an American filmmaker, producer and screenwriter. He was best known for directing The Silence of the Lambs, which won him the Academy Award for Best Director. He later directed the acclaimed films Philadelphia (1993) and Rachel Getting Married (2008).

On April 26, 2017, Demme died at the age of 73 in Manhattan due to complications from esophageal cancer and heart disease.

Description above from the Wikipedia article Jonathan Demme, licensed under CC-BY-SA, full list of contributors on Wikipedia.",https://image.tmdb.org/t/p/w500/hm4wkbBOKaeLwMIk51hZ06OUkW3.jpg,2015-08-12 17:20:11,2015-08-12 17:20:11
2662,Frank Capra,1897-05-18,"Frank Russell Capra (May 18, 1897 – September 3, 1991) was a Sicilian-born American film director and a creative force behind a number of films of the 1930s and 1940s, including It Happened One Night (1934), Mr. Deeds Goes to Town (1936), Lost Horizon (1937), You Can't Take It With You (1938), Mr. Smith Goes to Washington (1939), Meet John Doe (1941), Arsenic and Old Lace (1944) and It's a Wonderful Life (1946).

Description above from the Wikipedia article Frank Capra, licensed under CC-BY-SA, full list of contributors on Wikipedia",https://image.tmdb.org/t/p/w500/1OTZ7CEdEawDgA4qiBidpWTKE2x.jpg,2015-08-12 17:20:11,2015-08-12 17:20:11
1,George Lucas,1944-05-14,"George Walton Lucas Jr. (born May 14, 1944) is an American filmmaker and entrepreneur. Lucas is known for creating the Star Wars and Indiana Jones franchises and founding Lucasfilm, LucasArts and Industrial Light & Magic. He served as chairman of Lucasfilm before selling it to The Walt Disney Company in 2012.

After graduating from the University of Southern California in 1967, Lucas co-founded American Zoetrope with filmmaker Francis Ford Coppola. Lucas wrote and directed THX 1138 (1971), based on his earlier student short Electronic Labyrinth: THX 1138 4EB, which was a critical success but a financial failure. His next work as a writer-director was the film American Graffiti (1973), inspired by his youth in early 1960s Modesto, California, and produced through the newly founded Lucasfilm. The film was critically and commercially successful, and received five Academy Award nominations including Best Picture.

Lucas's next film, the epic space opera Star Wars (1977), had a troubled production but was a surprise hit, becoming the highest-grossing film at the time, winning six Academy Awards and sparking a cultural phenomenon. Lucas produced and co-wrote the sequels The Empire Strikes Back (1980) and Return of the Jedi (1983). With director Steven Spielberg, he created, produced and co-wrote the Indiana Jones films Raiders of the Lost Ark (1981), Temple of Doom (1984), The Last Crusade (1989) and Kingdom of the Crystal Skull (2008). He also produced and wrote a variety of films and television series through Lucasfilm between the 1970s and the 2010s.

In 1997, Lucas rereleased the Star Wars trilogy as part of a special edition featuring several alterations; home media versions with further changes were released in 2004 and 2011. He returned to directing with a Star Wars prequel trilogy comprising The Phantom Menace (1999), Attack of the Clones (2002), and Revenge of the Sith (2005). He last collaborated on the CGI-animated television series Star Wars: The Clone Wars (2008–2014, 2020), the war film Red Tails (2012), and the CGI film Strange Magic (2015).

Lucas is one of history's most financially successful filmmakers and has been nominated for four Academy Awards. His films are among the 100 highest-grossing movies at the North American box office, adjusted for ticket-price inflation. Lucas is considered a significant figure of the 20th-century New Hollywood movement.

Description above from the Wikipedia article George Lucas, licensed under CC-BY-SA, full list of contributors on Wikipedia.",https://image.tmdb.org/t/p/w500/d0ZMdgMz1mVcWWctyF7sbymSlv4.jpg,2015-08-12 17:20:11,2015-08-12 17:20:11
